Brynn Blackburn,1,23,2,2,5,1,2,21,23,29
Esteban Mullins,3,25,4,2,4,1,1,24,29,38
Jordyn Cunningham,2,46,5,1,3,9,2,17,30,29
Sanai Torres,2,22,1,2,3,9,2,30,34,40
Amelia Atkins,2,20,1,2,3,6,1,18,16,22
Melody Stephens,2,49,7,2,3,1,2,16,12,24
Demetrius Chung,2,42,4,1,2,9,2,18,35,34
Camren Rodriguez,1,37,4,1,3,1,2,20,24,29
Gideon Marshall,2,20,1,2,4,6,2,14,6,19
Chris Garner,1,22,1,2,5,1,2,20,22,37
Valentina Moreno,1,25,1,2,5,1,2,21,25,38
Marcos Frazier,1,26,1,2,5,1,2,14,27,29
Peter Dillon,1,22,2,2,5,1,2,28,26,39
Uriah Ward,1,24,2,2,5,8,2,21,25,31
Zaid Dodson,1,51,5,1,3,1,2,27,25,36
Angel Henry,2,45,4,1,2,1,2,21,23,33
Keagan Sanchez,1,47,4,1,5,1,2,16,20,36
Douglas Roberts,2,21,1,2,5,1,2,23,15,35
Makenna Carney,2,41,2,2,5,1,1,24,31,38
Jakobe Mclaughlin,3,25,3,2,3,1,1,25,29,33
Katrina Flores,2,26,1,2,5,1,2,23,29,32
Serenity Heath,2,23,3,2,5,1,1,23,31,30
Frankie Webb,2,51,2,2,3,1,2,24,19,37
Bryan Ritter,1,48,4,1,4, ,2,20,24,38
Braelyn Kaiser,1,37,4,1,5,1,2,18,30,37
Anna Pugh,1,39,3,2,4,7,2,16,13,26
Kamora Wyatt,2,40,4,1,3,3,2,19,12,24
Sean Waller,1,33,1,2,4,7,1,26,25,38
Parker Prince,2,27,1,2,5,3,1,20,11,32
Kadyn Gregory,1,32,4,1,5,4,2,23,29,37
Madilyn Stephenson,2,50,2,2,3,1,1,25,20,30
Daphne Daniel,2,35,5,1,2,7,2,24,17,37
Ethen Contreras,2,50,7,1,4,8,1,21,14,33
Dylan Davila,2,38,4,1,6,4,2,26,28,30
Brendon Foley,2,48,5,1,4,1,2,20,19,33
Dwayne Medina,1,54,4,1,6,4,2,23,19,34
Wesley Dean,2,36,7,2,4,1,1,24,12,39
Johnny Duke,2,68,7,2,3,5,2,30,35,40
Geovanni Steele,2,74,8,2,5,6,2,26,34,40
Melina Fowler,2,35,4,1,6,1,1,25,24,35
Bruce Kennedy,2,37,4,1,4,8,2,27,29,32
Garrett Sherman,2,39,4,1,5,1,1,19,14,29
Abby Todd,1,50,7,2,5,1,2,15,12,33
Tiara Guzman,1,33,1,2,2,1,1,14,9,31
Dereon Watts,2,23,1,2,4,1,2,19,27,32
Will Ewing,1,54,4,2,2, ,2,20,19,31
Brenna Raymond,2,23,1,2,4,1,2,23,22,34
Addison Pierce,2,41,7,1,4,5,2,28,18,36
Yazmin Lutz,2,49,4,1,5,4,1,24,30,38
Fletcher Foster,1,22,3,2,5,8,2,21,25,36
Boston Montes,2,22,3,2,4,3,2,20,23,28
Renee Stephens,1,27,1,2,3,1,1,30,23,35
Collin Burch,2,32,4,2,4, ,2,23,17,34
Carolina Wiley,2,38,4,1,4,5,2,21,20,32
Leo Blackwell,2,41,5,1,5,8,1,28,26,37
Emmy Bradford,1,23,1,2,5,1,2,24,33,37
Rhys Baker,1,21,1, ,5,1,2,26,26,40
Tyrell Mckee,2,43,4,1,2,2,2,20,8,27
Michaela Heath,1,40,4,1,6,1,2,24,25,31
Glenn Joyce,2,31,1,2,5,1,2,19,22,33
Violet French,1,49,4,1,5,1,2,27,23,36
Elvis Mcbride,2,52,5,1,4,9,2,28,34,39
Rhys Everett,2,29,3,2,4,8,2, , ,29
Cristian Bowers,2,36,4,1,4,4,2,22,23,32
Ty Wilkerson,2,19,1,2,3,7,2,17,9,21
Fabian Goodwin,2,58,4,2,5,7,2,27,24,35
Darren Becker,2,65,7,2,2,7,2,30,30,40
Avery Mack,1,22,1,2,3,7,2,24,20,29
Rylee Lane,1,43,1,2,4,1,2,21,16,34
Anabel Meadows,1,22,1,2,5,7,2,20,16,34
Jamir Gomez,2,22,1,2,5,1,1,29,29,39
Xander Daniel,1,31,2,2,5,1,2,17,18,24
Samara Campbell,1,46,6,2,4,5,2,17,17,37
Shyanne Hill,2,53,7,2,6,1,2,26,11,39
Edward Weaver,2,24,1,2,3,2,2,17,18,30
Maxim Adams,2,42,4,1,3,7,2,21,13,20
Gabriela Ballard,2,45,5,2,4,7,2,16,30,31
Cecelia Rowe,2,70,4,2,2,2,2,30,10,27
Esteban Henry,1,46,4,1,5,1,2,29,31,39
German Maldonado,1,42,4,1,6,1,2,24,21,34
Ashlyn Oneal,1,35,1,2,4,7,2,16,5,23
Dawson Horton,2,34,4,1,5,5,2,28,31,37
Kaitlynn Conrad,2,36,4,1,5,1,2,22,30,36
Aliyah Terry,2,44,1,2,2,1,1,18,18,36
Grayson Casey,1,31,3,2,6,1,2,19,26,39
Mario Gates,2,29,1,2,2,8,2,28,26,40
Selina Benson,1,46,5,1,6,9,2,16,22,37
Zaiden Cohen,2,23,1,2,5,1,2,21,22,29
Nicole Anthony,2,49,4,1,2,4,2,28,30,40
Kolton Randall,2,44,8,1,4,1,2,29,29,37
Ximena Harper,2,23,1,2,3,1,2,29,32,38
Cannon Cummings,1,42,4,1,3,1,2,27,29,37
Weston Torres,2,29,2,2,5,1,1,23,24,35
Alyvia Valdez,1,66,4,2,4,6,2,24,35,40
Shyla Blake,2,21,1,2,5,1,2,22,26,36
Trinity Raymond,2,41,7,1,5,1,1,26,27,39
Natalia May,1,35,4,2,5,1,1,24,25,34
Ciara Pace,2,28,4,2,2,1,2,16,29,25
Aspen Spence,1,36,1,2,6,7,2,24,20,40
Reina Mack,1,36,2,2,4,8,1,27,21,39
Lizeth Santos,2,27,4,2,2,1,2,21,27,33
Chris Callahan,1,70,4,2,6,1,2,25,32,34
Jonathon Summers,2,35,4,1,2,4,2,26,27,35
Leanna Hebert,1,33,4,1,3,5,2,22,25,32
Marlene Erickson,2,35,5,1,4,5,2,25,10,32
Bailey Mckenzie,1,22,1,2,5,7,2,27,17,30
Jayson Bautista,1,56,4,2,2,8,2,20,30,36
Jairo Robles,2,23,2,2,6,6,2,17,20,31
Karsyn Gomez,1,31,4,1,4,1,2,29,27,40
Hazel Green,2,49,4,1,4,4,1,30,28,40
Mary Norman,2,31,4,1,4,4,2,30,30,40
Cortez Ramos,1,63,4,2,5,4,2,26,20,39
Jorge Hansen,1,36,4,1,4,1,2,29,33,40
Finn Figueroa,2,48,4,2,3,9,2,20,17,33
Kole Atkins,2,30,4,2,3,8,2,21,25,27
Abbie Coleman,2,26,1,2,5,1,1,25,31,38
Travis Schmitt,2,21,1,2,3,1,2,21,24,31
Amy Arroyo,1,20,1,2,3,1,2,24,22,25
Chandler Kaiser,1,26,1,2,4,1,1,17,27,28
Perla Shepard,2,22,1,2,5,1,2,17,24,36
Jazlene Park,2,21,1,2,3,1,2,21,23,35
Lucia Dominguez,2,44,1,2,6, ,1,26,23,38
Jaydin Dickson,1,26,1,2,3,1,2,21,12,38
Kasey Best,2,26,1,2,4, ,2,19,20,38
Nia Reynolds,1,32,4,2,4,1,2,23,17,32
Frank Carr,2,41,4,1,2,1,2,30,27,40
Ashton Hooper,2,40,5,2,5,1,2,18,27,30
Emerson Welch,2,44,4,1,3,9,2,22,24,37
Cullen Castaneda,2,48,4,1,5,1,2,27,29,39
Nadia Waters,2,18,1,2,3,1,2,21,21,33
Grayson Guerra,1,54,4,1,6,1,2,22,24,38
Jaiden Johnson,1,47,4,1,6,1,2,21,21,36
Yosef Mayer,2,74,4,2,2, ,2,23,26,39
Ireland Porter,1,65,4,1,4,5,2,20,18,29
Payten Shaffer,1,45,4,1,4,1,2,26,17,31
Frankie Lang,2,21,2,2,5,1,2,26,27,39
Nolan Strickland,2,48,7,2,4,4, ,21,19,34
Logan Green,1,33,4,2,5,1,2,27,31,39
Keon Hayes,2,44,7,2,6,1,2,24,16,34
Virginia Leach,1,48,5,1,3,1,2,27,30,40
Cecilia Lamb,2,56,4,2,2,6,2,22,22,33
Andrea Compton,2,24,3,2,5,7,1,28,25,40
Brayden Chandler,1,54,4,1,4,1,2,20,18,37
Toby Chang,2,41,2,2,6,1,2,19,18,29
Nicole Mcintyre,2,27,3,2,5,1,2,24,29,36
Perla Dougherty,2,36,4,1,1,4,2,28,35,37
Ivy Liu,1,49,4,2,6,1,2,16,9,29
Dennis Hurst,1,18,1,2,3,7,2,29,27,27
Brooke Warner,1,30,3,2,4,1,1,21,22,
Keira Tanner,1,55,4,2,6,7,2,23,24,38
Kai Pace,1,42,4,1,5,5,2,29,23,37
Tatum Watts,2,34,3,2,4,7,1,22,25,18
Amy Schwartz,2,36,4,1,4,4,2,26,20,31
Solomon Gates,2,50,4,1,4,1,2,20,30,
Jabari Murillo,1,34,4,1,3,1,2,26,9,33
Genevieve Frey,2,78,8,2,3,7,2,27,26,36
Beckett Ware,2,51,4,2,5,5,2,30,32,40
Harley Cervantes,2,21,2,2,5,3,2,27,35,34
Haley Randall,2,55,4,2,4,7,2,28,25,38
Keyla Mooney,2,21,1,2,5,1,2,16,22,34
Alena Prince,1,33,4,1,4,1,1,28,12,33
Vanessa Luna,2,25,1,2,5,1,2,26,20,36
Branson Church,2,21,1,2,5,1,2,19,23,26
Ty Roy,2,32,4,1,3,8,2,21,27,34
Heather Eaton,1,50,4,1,4,8,1,19,14,40
Moises Prince,3,30,1,2,4,1,1,19,20,29
Matias West,2,33,4,1,3,4,1,19,27,26
Dean Fox,1,34,4,1,4,1,1,24,20,39
Maritza Stanton,1,41,4,2,5,1,2,20,26,34
Carolina Martin,2,37,4,2,6,1,2,26,30,34
Ibrahim Huffman,2,24,2,2,5,7,2,29,35,37
Kylee Franklin,2,35,1,2,6,1,2,27,27,33
Desirae Carter,1,23,2,2,5,1,1,25,25,34
Kolton Ayala,1,54,4,2,5,9,2,24,33,40
Mallory Davidson,1,43,4,1,4,1,2,21,15,31
Elijah Le,2,58,5,2,2,7,2,29,27,40
Madelynn May,2,36,4,1,3,4,2,23,28,39
Charles Wiggins,2,28,3,2,4,1,2,25,25,38
Karlie Vincent,1,21,1,2,3,1,2,20,23,30
Jocelynn Byrd,1,41,5,1,2,1,2,26,33,40
Ari Lang,2,22,1,2,3,8,2,7,13,21
Cassidy Sandoval,1,57,5,2,3,8,1,27,23,39
Sanai Norman,1,33,4,2,4,8,2,22,20,35
Sara Shelton,1,40,4,1,2,8,2,24,16,29
Hadley Lucas,1,21,2,2,3,1,1,25,27,38
Annabelle Diaz,2,46,7,1,4,8,2,28,12,29
Dylan Rosales,2,35,4,1,4, ,1,29,30,37
Campbell Hancock,2,31,4,1,4,8,1,24,30,38
Amy Mathis,2,60,4,1,4,8,2,26,27,35
Ashlynn Proctor,2,53,4,1,4,5,2,23,24,31
Danika Ward,2,25,3,2,6,8,1,24,18,29
Jakob Gregory,1,44,5,2,5,7,2,18,31,38
Alberto Hill,1,23,3,2,5,1,2,23,24,37
Sylvia Boyer,1,46,6,2,4,3,2,28,26,36
Valeria Barnes,2,46,4,1,5,1,2,17,22,20
Donald Neal,2,21,1,2,5,8,2,20,19,37
Mike Evans,1,18,2,2,3,1,1,14,13,25
Zoey Bradford,2,53,4,2,2,6,2,13,23,20
Bryan Jenkins,1,22,3,2,2,8,1,10,11,22
Markus Barrett,2,31,4,1,5,4,2,26,32,37
Louis Salinas,1,32,1,2,6,1,1,23,16,39
Kendall Lopez,1,36,4,1,6,1,2,26,28,40
Trystan Schmitt,2,43,5,2,5,1,2,18,19,32
Damon Armstrong,1,32,4,1,4,2,2,18,30,30
Krish Schneider,2,45,5,1,4,1,1,16,27,37
Chloe Knight,1,41,4,1,6,1,2,25,18,36
Joseph Ayers,2,66,4,2,2,6,2,26,32,39
Jazlyn Santiago,2,30,6,2,4,8,2,10,5,18
Griffin Stewart,1,24,2,2,5,3,2,19,12,27
Ruben Robles,1,48,7,2,5,1,1,18,19,35
Davis Tanner,2,33,4,1,2,4,2,10,9,18
Alvaro Rose,2,30,4,1,2,5,2,18,27,35
Naima Bates,2,31,4,1,4,8,2,15,20,37
Eliana Mahoney,2,34,4,1,3,5,2,23,30,40
Brendon Mendez,2,48,4,1,2,6,2,21,20,27
Felicity Kline,2,41,3,2,5, ,2,21,10,30
Viviana Mueller,2,37,4,1,6,1,2,20,14,39
Bryson Keller,1,50,5,2,6,1,2,27,27,39
Layton Sims,1,36,4,1,6,9,2,22,26,34
Wesley Good,2,28,2,2,5,1,2,23,21,40
Johnny Gamble,2,39,4,1,5,5,2,10,16,24
Kamden Petersen,1,50,1,1,3,4,2,18,27,40
Lee Lewis,1,48,4,1,3,1,2,23,33,39
Neveah Esparza,2,46,4,1,2,8,2,20,30,39
Yoselin Beltran,2,35,4,1,4,7,2,23,21,37
Logan Luna,1,56,4,1,4,1,1,18,25,27
Andy Mora,2,52,4,1,1,6,2,20,9,34
Kaia Terry,1,19,1,2,3,1,2,26,27,39
Peyton Sharp,1,27,1,2,5,1,1,16,7,33
Logan Hanson,2,82,8,2,4,6,2,27,29,35
Savion Valencia,2,38,7,2,5,1,2,18,15,28
Taliyah Pratt,2,24,1,2,4,7,1,17,19,23
Milo Bennett,2,75,4,2,2,5,2,22,21,40
Moises Vaughan,1,26,3,2,4,3,2,17,17,35
Ethen Wells,1,32,1,2,3,1,1,25,20,37
Alfonso Gonzales,1,35,4,1,4,1,2,21,24,39
Garrett Rivers,1,30,1,2,6,1,2,18,18,34
Aubrie Davenport,1,22,1,2,4,5,2,20,16,35
Isis Kennedy,2,55,4,2,2,5,2,25,24,35
Hayley Welch,1,25,1,2,5,1,2,21,17,27
Hailee Heath,2,47,4,1,4,1,2,25,32,38
Camron Walls,1,38,4,1,4,8,1,24,22,32
Elaine Bass,2,28,3,1,5,1,2,24,19,35
Catherine Church,2,23,1,1,5,1,2,23,26,34
Isis Shields,2,56,4,2,4, ,2,27,33,40
Jaelyn Boone,2,24,1,2,5,1,2,28,31,40
Van Krause,1,20,1,1,3,1,2,23,19,36
Kelly Douglas,1,34,3,2,4,1,1,20,24,36
Cindy Dickson,2,26,2,2,5,8,1,23,18,37
Bailey Sullivan,1,32,4,1,3,8,2,20,26,38
Sanaa Cameron,1,46,4,2,5,1,2,20,18,31
Weston Lozano,2,48,5,2,2,1,2,27,27,40
Tyson Harrington,2,49,2,1,6,6,2,23,31,40
Ava Moreno,1,48,4,1,4,1,2,25,19,40
Tiffany Collier,1,27,3,2,2,1,2,24,14,38
Cassius Rosario,1,24,4,1,5,2,2,19,27,28
Kelvin Zimmerman,2,24,4,1,5,7,2,22,23,35
Mikayla Silva,1,21,1,2,3,1,2,21,23,31
Jovany Shepherd,1,31,3,2,6,1,1,24,23,40
Valerie Contreras,2,22,1,1,3,8,2,17,12,26
Karlee Mccullough,1,44,4,1,4,1,1,22,28,37
Javier Huffman,1,69,4,2,2,6,2,21,26,29
Misael Fry,2,68,4,2,3,6,2,26,23,38
Emiliano Perez,2,24,1,2,4,1,2,26,27,36
Reynaldo Woodward,2,27,1,2,5,9,2,25,25,40
Cody Bender,2,63,7,2,3,5,2,18,14,29
Fernando Mckinney,2,48,4,1,2,4,2,19,33,31
Dayana Schroeder,2,21,1,2,4,1,2, , ,30
Konnor Leach,1,50,4,1,4,1,1,19,16,34
Juliette Yates,2,24,2,2,3,8,1,17,23,38
Van Carney,1,25,3,2,5,1,2,22,25,39
Braelyn Raymond,3,29,4,1,3,1,2,19,25,36
Glenn Powell,1,31,1,2,3,1,2,21,14,37
Cali Zuniga,2,44,4,1,3,1,2,22,17,40
Yaritza Norris,2,49,5,1,4,8,2,26,30,40
Koen Garrison,2,47,4,1,3,8,2,12,5,20
Jaycee Garrison,2,34,1,1,4,8,1,20,18,35
Natalee Holder,2,60,7,2,2, ,1,18,23,37
Shaylee Mcconnell,1,24,1,2,5,1,2,24,23,27
Ryan Middleton,2,35,1,2,6,9,1,24,25,27
Darnell Francis,2,38,1,2,6,1,2,27,24,37
Raymond Morse,1,23,1,2,5,1,2,18,16,21
Nasir Sullivan,2,36,4,1,5, ,2,24,23,39
Mason Donaldson,2,24,4,2,4,1,1,9,11,23
Naomi Houston,2,25,4,2,4,1,1,17,30,36
Kathryn Mosley,1,42,4,1,5,8,2,19,15,27
Lindsey Meza,2,27,4,2,5,1,2,22,29,35
Alec Mack,2,20,1,2,3,1,2,24,18,31
Harper Higgins,1,30,4,1,4,8,2,22,17,28
Amber Serrano,2,42,6,2,6,8,1,23,14,28
Ishaan Murillo,2,24,1,2,5,1,2,21,23,30
Melody Cervantes,1,51,5,1,6,6,1,22,19,35
Austin Woods,1,50,6,1,6,2,2,18,10,32
Zaire Clayton,1,32,3,1,4,1,2,24,23,39
Mariah Sandoval,2,35,7,1,4,3,2,27,23,37
Liana Bridges,2,21,1,2,4,8,1,10,16,36
Karina Ramos,2,44,4,1,6,4,2,26,29,35
Quintin Orr,1,19,1,2,3,1,2,20,25,40
Juan Griffith,1,36,4,1,6,8,2,25,29,39
Sonia Reyes,2,25,1,2,4,1,2,20,11,21
Braxton Branch,1,47,5,1,6,1,2,23,24,34
Travis Henderson,1,21,1,2,3,9,2,26,25,37
Abbey Gentry,2,45,5,2,3,1,2,26,22,40
Araceli Horton,2,55,6,2,5,2,2,22,14,29
Tyshawn Tucker,2,49,5,1,2,5,2,27,25,34
Jocelyn Stafford,2,61,4,2,2,7,1,30,32,40
Ayla Blevins,2,36,2,2,3,1,2,15,21,28
Maeve Golden,1,21,1,2,5,1,2,23,29,40
Sergio Sanders,2,53,4,2,4,2,2,22,10,38
Gael Cline,1,29,1,1,4,1,2,25,16,37
Harley Flynn,2,39,4,1,4,1,2,25,26,38
Amaris Coleman,2,20,1,2,4,1,2,19,22,37
Anahi Keller,1,40,4,1,5,3,2,19,10,36
Alexis Clarke,2,31,4,1,5,7,2,17,10,24
Madeleine Weber,1,25,7,2,5,1,1,23,28,40
Jeremiah Higgins,1,24,1,2,3,1,2,22,25,34
June Anthony,2,31,4,1,3,4,2,17,15,20
Bella Chaney,1,41,4,1,3,7,2,23,21,38
Rhett Booth,1,27,2,2,4,8,1,20,19,30
Leslie Christensen,2,22,1,2,5,1,2,30,33,34
Richard Dodson,1,57,4,2,4,6,1,14,7,25
Stephanie Pitts,1,35,4,1,4,4,2,17,25,29
Zander Poole,2,28,4,1,6,2,2,25,14,35
Jesse Hester,2,21,2,2,2,1,2,21,19,33
Trent Graves,2,60,4,1,6,5,2,26,23,28
Rex Fitzpatrick,1,31,3,1,3,6,2,23,17,37
Fisher Hernandez,2,48,4,2,3,8,2,20,19,35
Marilyn Skinner,2,25,2,2,6,6,1,26,28,34
Keagan Myers,1,36,1,2,5,9,2,26,16,40
Tia Bauer,1,22,1,2,4,8,1,15,10,25
Arturo Pitts,2,62,4,1,2,2,2,29,23,34
Joyce Ward,1,28,3,2,4,1,2,23,24,34
Beckett Ray,2,63,4,2,4,6,2,18,25,23
Keaton Knight,1,48,4,1,4,1,2,24,23,38
Keira Ruiz,2,33,8,1,4,1,1,16,18,29
Kimora Chapman,2,60,7,2,4,1,1,20,11,31
Rodrigo Bernard,2,46,3,2,4,1,2,8,17,21
Zachery Bennett,2,26,3,1,5,1,2,24,20,36
Dylan Mason,1,42,4,1,2,7,2,24,26,36
Desiree Burton,2,50,6,2,5,4,2,16,17,40
Ali Malone,1,21,1,2,5,1,2,24,16,33
Jada Serrano,2,18,2,2,3,1,2,22,28,24
Shaun Mora,1,67,4,2,3,6,2,26,23,26
Aryan Vega,2,62,4,2,4, ,2,21,19,38
Hayden Melendez,2,26,3,2,5,1,2,27,25,35
Luciano Livingston,1,40,4,2,3,1,2,19,17,30
Randy Yates,1,18,1,2,3,3,2,19,25,38
Braelyn Cantu,2,39,7,1,5,3,2,23,14,30
Boston Johns,2,21,2,2,5,1,2,23,27,34
Johnathon Orr,2,52,4,1,2,5,2, , ,
Allison Donovan,2,28,4,2,2,1,2,17,24,29
Aracely Arellano,2,47,5,1,4,1,2,23,27,31
Aubrey Lowery,1,27,4,2,5,9,2,15,16,24
Baron Braun,2,41,5,1,4,1,2,15,15,39
Maxim Richmond,2,25,1,2,5,9,1,23,30,39
Cristal Campbell,1,26,4,1,5,1,2,26,19,37
Jordyn Lee,2,56,8,1,5,1,1,27,23,33
Aydin Randall,1,38,1,2,5,7,2,19,18,28
Kaiya Todd,1,39,4,1,4,8,2,20,24,36
Quintin Cooper,2,46,7,2,4,1,2,24,24,37
Leanna Rivas,2,24,4,2,4,1,2,26,35,39
Grayson Peters,2,27,2,2,6,1,1,21,29,40
Reina Becker,2,28,3,2,3,7,2,28,35,37
Libby Duarte,1,28,3,2,4, ,2,22,25,34
Jadyn Ramirez,1,36,4,1,4,8,2,22,27,35
Lacey Henry,1,50,4,1,6,1,2,22,14,23
Annie Lyons,1,26,3,2,5,1,2,21,23,38
Jaxson Barnett,2,42,6,2,6,8,1,18,20,23
Terry Walter,2,23,2,2,4,1,2,22,17,31
Ronald Ford,2,28,4,1,3,5,2,21,33,32
Orlando Hardy,1,58,4,1,6,8,2,27,35,36
Vaughn Taylor,2,44,4,1,5,1,2,19,24,28
Wayne Sweeney,1,47,4,1,4,1,2,17,14,37
Arabella Pruitt,1,46,4,1,6,1,2,28,25,37
Haylee Forbes,1,45,4,1,4,1,2,19,23,28
Carissa Leon,2,21,1,2,5,1,2,19,20,31
Lailah Riley,2,42,4,1,2,5,2,23,26,33
Adolfo Hays,2,47,4,1,2,4,2,24,27,36
Azul Hampton,2,48,4,2,3,3,2,30,22,40
Darian Gallegos,2,41,7,1,6,1,2,21,21,35
Amina Villegas,1,33,1,2,5,1,2,28,5,34
Giovanna Goodman,2,38,7,1,5,1,2,21,26,35
Amani Acevedo,1,39,3,1,5,1,1,19,30,34
Alexandra Cook,2,67,4,2,2,2,2,23,20,38
Giana Hendrix,2,22,2,2,5,1,2,10,20,22
Joe Brady,2,31,4,1,5,7,2,24,32,38
Anabelle Ramsey,2,45,4,1,5,1,2,30,35,40
Marshall Barr,1,26,4,2,5,1,1,23,34,39
Lilah Carpenter,1,51,5,1,2,8,2,22,24,35
Meghan Randolph,2,37,5,1,3,1,2,22,28,38
Zechariah Huerta,1,33,1,2,4,1,2,23,13,30
Zaria Tran,2,61,8,1,3,1,2,27,31,34
Mateo Fernandez,2,33,1,2,4,1,2,22,18,35
Zackery Silva,2,42,4,1,4,8,2,18,14,34
Howard Mullen,2,45,4,1,6,1,2,21,19,30
Zavier Wilkins,2,57,4,2,4,8,2,24,23,27
Yoselin Stafford,2,60,4,2,5,5,1,25,30,27
Braydon Parsons,1,23,1,2,6, ,2,9,5,23
Sammy Potter,2,48,4,1,4,1,2,28,25,37
Ayaan Crosby,2,55,1,1,6,1,2,27,27,39
Araceli Cooke,2,38,4,1,5, ,2,28,30,40
Cullen Foley,1,27,2,2,3,1,2,20,20,25
Rayan Dixon,1,21,1,2,3,5,2,27,33,30
Leah Cannon,1,37,4,1,5,1,2,24,18,33
Lailah Cooper,2,27,4,1,2,4,2,18,29,29
Lisa Randolph,1,31,3,2,6,9,2,16,16,32
Hayley Williams,1,52,2,1,3,1,2,29,20,35
Valentin Davila,1,64,4,2,6,8,2,25,19,35
Taliyah Hoffman,2,35,1,2,4,1,1,18,16,29
Draven Robinson,2,22,1,2,3,1,1,23,23,23
Nico Carrillo,1,23,1,2,6,1,2,18,32,40
Jon Manning,1,56,2,1,6,1,2,24,13,25
Shannon Roman,2,24,1,2,3,1,2,22,18,29
Madelyn Young,1,36,4,1,3,1,2,20,22,32
Derek Herman,2,37,6,1,3,1,2,19,14,18
Rogelio Hicks,1,50,5,1,6,8,2,27,32,35
Lindsey Hutchinson,1,37,4,1,4,1,2,27,22,38
Samir Joseph,1,40,4,1,5,8,2,25,31,40
Madalyn Padilla,2,27,3,2,5,1,2,21,28,31
Jacob Hayden,1,51,4,1,5,1,2,26,30,37
Lincoln Thomas,1,23,1,2,3,1,2,14,17,28
Gretchen Barker,2,37,3,2,5,1,2,29,35,38
Estrella Roberson,2,19,1,2,4,1, ,21,25,32
Amari Wilson,2,48,4,1,4,5,2,21,14,37
